Date,Close,High,Low,Open,Volume
,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
2020-01-01,554.4884033203125,556.2408047697129,550.7910178550379,554.6039411066072,773895
2020-01-02,551.6959838867188,556.9916800974216,550.7908989108994,555.3355996728654,1494155
2020-01-03,555.35498046875,557.8776533478849,549.2215461777217,551.6960881085267,1723390
2020-01-06,554.3823852539062,558.0315802233999,549.6355227807455,552.8706976429829,1788685
2020-01-07,555.4126586914062,560.3809588605247,552.8803482824056,556.5295433357102,1788175
2020-01-08,557.9257202148438,559.4181320493392,551.9078831661202,553.6410084825646,1395115
2020-01-09,562.4030151367188,565.5034356711121,558.64791968235,560.6891655235013,1877480
2020-01-10,564.81005859375,579.2528666938418,563.2984297283913,564.232369776921,5635735
2020-01-13,568.9889526367188,571.261274002468,561.4787030909697,564.7909232454981,2209320
2020-01-14,567.6602172851562,571.7042159484249,564.6176244205317,569.0082364288944,1785850
2020-01-15,562.0466918945312,567.4097952045437,558.4552656299275,567.3423883789529,1924335
2020-01-16,565.6669921875,568.3726091230154,562.6243999156774,563.8471843283985,1917310
2020-01-17,584.3271484375,587.1483033453999,566.1580998330678,567.00541597643,5585585
2020-01-20,589.1895751953125,593.1180357834473,583.8842405048334,585.9928930152357,4373565
2020-01-21,589.3533325195312,593.0795728094868,584.6160485121296,588.4096956344445,2853930
2020-01-22,589.6613159179688,597.9418945063584,586.840161115476,589.3724715089645,2798990
2020-01-23,585.0589599609375,592.8676915195423,582.3340667826044,588.3615420115939,2130840
2020-01-24,583.7590942382812,586.7727728970414,582.5651060299774,586.1854461187874,1363645
2020-01-27,614.06005859375,617.959605032722,577.2308978862457,583.2968655433061,20699040
2020-01-28,614.13720703125,625.8454862662575,608.0904554687346,614.3008757625566,11511345
2020-01-29,606.2610473632812,616.5828140815914,596.8154519310588,614.1371860669334,6946015
2020-01-30,607.5319213867188,610.4493970290812,600.5416511580488,607.0409152431376,3366300
2020-01-31,599.7617797851562,614.6571029485455,597.3738619042363,607.6090046201764,3341175
2020-02-03,605.4714965820312,611.0271241934704,600.2720614808045,601.5911667578591,2576210
2020-02-04,624.2855834960938,631.1700124440088,606.9927061556242,607.3682332839699,5149785
2020-02-05,603.3916015625,625.8549981830774,601.1481944203875,622.9664366530017,4781145
2020-02-06,608.3214721679688,611.758867800454,604.0175432465844,609.9872494534109,2462660
2020-02-07,609.81396484375,613.3379845485673,604.0946098584664,608.4948008261724,2676165
2020-02-10,606.4246215820312,611.0752221534345,599.4727861944908,609.765696247924,1477975
2020-02-11,614.5318603515625,617.3722910945202,603.7093919779851,608.5043855678596,3060520
2020-02-12,615.3984375,618.8454120468607,609.3035560387276,610.8633746090344,2843165
2020-02-13,640.2208251953125,642.5894670436737,615.6680497304693,620.6074951430671,8584320
2020-02-14,636.3116455078125,641.8384177624391,631.0545005670415,636.4849521661735,3533430
2020-02-17,634.626708984375,643.5812397574122,633.0187592007477,640.4519641432685,3203305
2020-02-18,626.1150512695312,633.1727283469588,622.6295247031563,633.1727283469588,3486830
2020-02-19,631.2759399414062,635.2525314563509,627.3956103142855,627.3956103142855,1509105
2020-02-20,626.875732421875,647.9911139108129,623.939039430807,633.4231279678492,4622330
2020-02-24,611.66259765625,627.2030742080725,609.7465277362853,627.2030742080725,3143085
2020-02-25,594.44677734375,612.81804719541,588.5637538037453,612.7602783090313,5005135
2020-02-26,592.2225952148438,599.9542819932907,589.3243953777628,596.391769337685,3810845
2020-02-27,590.6242065429688,595.8140033580888,583.3161780847257,595.8140033580888,4677080
2020-02-28,563.6739501953125,594.7549043092113,559.4662830811933,583.4895011959001,8299780
