Date,Close,High,Low,Open,Volume
,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS
2020-01-01,964.6342163085938,968.1908114962628,950.0125109156482,953.371564381524,349251
2020-01-02,957.6691284179688,963.9426459188787,954.3595206597728,963.9426459188787,335765
2020-01-03,963.3497924804688,970.9570177368157,957.3233230291515,958.3112727949194,451217
2020-01-06,971.25341796875,991.0124138407593,946.4559022692463,954.4582714775421,895840
2020-01-07,973.03173828125,990.9136047353711,968.1907603595849,978.0702579142746,570304
2020-01-08,975.847412109375,980.3425716263558,963.448654215401,966.2149015874146,368547
2020-01-09,976.58837890625,985.9739020216869,967.9438181420318,984.7883501998028,614382
2020-01-10,977.0823364257812,984.985934698184,971.4510105967605,977.0823364257812,351231
2020-01-13,977.922119140625,985.9245489764471,968.1908373948418,981.0341852378345,332236
2020-01-14,975.8967895507812,982.0220903027443,972.1425924123747,981.0341405137074,369532
2020-01-15,986.1220092773438,989.9255914720164,969.1786479381718,976.0942957827867,533340
2020-01-16,987.8510131835938,990.9136333942565,980.0461857697932,987.9497840421302,465355
2020-01-17,984.3438110351562,997.631748606041,973.3775917965464,987.7522500848886,372188
2020-01-20,969.6726684570312,988.9376883601511,963.7449700253021,987.9497386215296,341082
2020-01-21,961.0281982421875,975.1064833359436,958.508938232713,968.1908345179581,355550
2020-01-22,969.8703002929688,980.6389165953314,960.2871754736784,968.1907736257251,1299987
2020-01-23,974.069091796875,991.9015731587697,968.3883805960155,973.5257314810743,1151390
2020-01-24,987.7521362304688,1007.7087330028106,965.2268942585745,974.118441902717,1388247
2020-01-27,980.1943969726562,1002.4726524204888,975.4521897955694,987.752176599259,740311
2020-01-28,975.9461669921875,994.8654294172593,963.9919987625528,981.0341324839508,578382
2020-01-29,995.65576171875,999.9533793789412,976.0943684196661,980.0461674820939,538017
2020-01-30,986.2208251953125,1004.7448827684777,977.3786629871217,1001.7810335567713,561770
2020-01-31,982.1207885742188,993.8774143147061,971.3027874235474,992.8894645986876,445170
2020-02-03,901.6524658203125,910.7415563124463,846.3272735393451,884.2151266333165,4046967
2020-02-04,900.614990234375,911.7788709249689,885.2029978734108,901.0101942640075,2004591
2020-02-05,899.57763671875,904.7643729288297,887.6728542393577,902.5908714094342,1337410
2020-02-06,908.419921875,913.8536462581567,901.0596831506073,905.0608681364511,1185756
2020-02-07,935.8848266601562,943.9366415913498,904.5174207387345,908.9138093766314,1642253
2020-02-10,941.3185424804688,944.7269812964527,926.6968977318406,940.5281947129129,734151
2020-02-11,928.42578125,948.8763532161586,924.523367662067,948.8763532161586,584552
2020-02-12,921.6089477539062,937.3667591399771,913.8535659358325,933.3655745058138,925589
2020-02-13,916.372802734375,925.7089401781762,904.961994880693,925.7089401781762,551572
2020-02-14,903.2330932617188,921.1644060255026,896.0704573020278,921.1644060255026,402685
2020-02-17,903.3812866210938,908.3704208599694,893.1065849749658,904.468007239581,355839
2020-02-18,905.0114135742188,910.3463666809596,896.1692506934498,903.97407833115,901858
2020-02-19,926.89453125,931.0933179762394,907.0367037296297,907.0367037296297,786366
2020-02-20,917.558349609375,933.6125333845054,910.5933157853291,928.3764116593196,784552
2020-02-24,905.5547485351562,930.1547222940269,899.0343040760112,912.4703970280486,493211
2020-02-25,890.34033203125,923.4366488521988,881.0041947785413,912.371599526754,760359
2020-02-26,880.6090698242188,903.7765057389678,870.8777879752214,883.0295590033131,807168
2020-02-27,894.4403686523438,902.8873880725124,864.4561149563002,880.0657104578622,821122
2020-02-28,879.6704711914062,884.2150158681806,864.4560211001765,875.3234682225788,1002851
2020-03-02,883.3753662109375,898.0463970930842,867.4199523077316,884.3633160427231,629219
2020-03-03,889.006591796875,902.9861054041262,881.3005955174739,892.1680431755104,615494
2020-03-04,874.4342651367188,901.0101364840191,866.4318965970227,892.019818233266,769392
2020-03-05,873.7921752929688,890.5873211745467,865.9873480869567,880.6089924415733,1014502
2020-03-06,843.6597290039062,870.8777334575931,838.0777886117352,854.576562042902,1436479
2020-03-09,815.3548583984375,851.5138528464727,793.3235926064112,826.1235340244172,1424660
2020-03-11,799.2020263671875,837.6826842733021,774.7008826637003,809.1309100904139,1305970
2020-03-12,742.641845703125,766.3526399128318,691.564831116448,751.8297663994528,2111588
2020-03-13,752.768310546875,785.4200371377633,617.5673535088326,656.9865719454247,2077130
2020-03-16,722.7346801757812,763.5369957617153,653.6275780715733,692.5528251756361,1588572
2020-03-17,678.7214965820312,759.2394033817918,666.8660992618211,723.1792365328193,1398542
2020-03-18,589.0650634765625,688.5516195903159,581.0626942812772,686.674490865659,2202064
2020-03-19,600.3770751953125,612.4300742064581,513.1411243214727,558.1916088061365,2916821
2020-03-20,625.8662109375,672.546839930076,598.6975908889108,619.4445371078334,2004915
2020-03-23,532.7025756835938,609.5650626034821,515.9074280916016,563.0820338279326,1652165
2020-03-24,539.6675415039062,582.8409568841521,528.5531070106908,544.7555067473337,1108727
2020-03-25,580.7661743164062,622.4082759459905,523.6133115101189,523.6133115101189,1610706
2020-03-26,610.7012939453125,656.9867256069203,588.1759865419024,596.2278028628217,1629666
2020-03-27,595.58544921875,649.0829492966251,577.9505712915155,628.5336077106374,1299441
2020-03-30,614.5046997070312,626.854070681851,568.0710648417089,591.6830862654296,1301701
2020-03-31,633.2758178710938,645.8227923131851,616.6288879642411,630.3119684894817,1087481
2020-04-01,627.4468994140625,651.0589239629356,620.4324798918416,634.165006353265,971706
2020-04-03,642.3154907226562,656.9865189431,619.740804982183,640.1913748498177,1279329
2020-04-07,726.4395141601562,739.2828622369428,645.1312533955112,656.9866516202374,1916861
2020-04-08,733.8490600585938,785.4200489152249,712.31176763255,732.9599414660372,1443627
2020-04-09,730.53955078125,764.6238216391652,726.1925471896458,745.9021593543753,683512
2020-04-13,699.2214965820312,740.9129917302904,691.5648853513555,736.0226279810855,760239
2020-04-15,692.4540405273438,716.2142212118807,686.7238834344708,711.3238576307353,1232607
2020-04-16,676.9926147460938,689.5889749620918,672.8925988696453,681.685376395191,1363923
2020-04-17,693.9852905273438,712.3117457114429,678.7214553450226,695.072011095803,1777451
2020-04-20,691.5648803710938,703.5684949145466,688.601030883789,694.5287298583984,1360101
2020-04-21,663.2106323242188,682.8214703676041,658.9624606051382,679.7094046421815,677346
2020-04-22,696.3070068359375,700.4564080550126,666.8661148619655,677.6347917996046,954059
2020-04-23,709.0021362304688,723.6731653605748,700.4563470862082,703.4201962276168,1219237
2020-04-24,670.9661254882812,698.3322864923133,667.8540595230029,692.5528043278476,1016019
2020-04-27,705.494873046875,718.2394485929435,679.8576259757591,686.3780700274381,3275845
2020-04-28,711.1755981445312,719.227412667197,698.0358786268908,715.2756136964981,1002540
2020-04-29,704.7539672851562,714.2877069963309,699.8636640039634,714.2877069963309,634432
2020-04-30,718.09130859375,732.0708227843318,708.2118103105606,726.3407258400164,1925414
2020-05-04,679.3636474609375,717.2514950128958,667.3600342716406,701.4442995305179,1418017
2020-05-05,704.9515380859375,725.846699597137,689.7865334135139,696.5045797110772,4310285
2020-05-06,722.3394165039062,739.9742937778119,697.492458487497,708.3105193015908,3664820
2020-05-07,726.291259765625,733.5526660776385,714.7816214238,728.1189426252115,1345672
2020-05-08,750.8912353515625,759.5851815538758,729.6009291670157,733.058753475864,2349883
2020-05-11,741.456298828125,761.6598835876391,735.874358534535,761.6598835876391,1498957
2020-05-12,735.62744140625,746.494889862854,726.241917739183,737.9985451893787,1115902
2020-05-13,751.3358154296875,770.600836338141,743.8768065737843,756.0285769330287,1752331
2020-05-14,737.75146484375,761.2152710573946,732.1695247193743,747.6803476236958,987397
2020-05-15,742.888916015625,745.3587906879958,733.2564047933789,745.3587906879958,1032406
2020-05-18,692.3058471679688,740.9623765622213,686.0817752647806,740.9623765622213,1705933
2020-05-19,694.4793090820312,711.3238407509925,689.5889456169344,700.4563931839634,1496613
2020-05-20,707.1744384765625,709.0515671731546,691.564844056367,692.5527938335903,1289104
2020-05-21,721.5985107421875,733.9972678595682,707.4213958616342,709.1503078983114,1400397
2020-05-22,721.1539306640625,735.0346125645209,714.7816427290737,723.1792155876738,1507444
2020-05-26,745.3587646484375,746.8900748318753,722.5865330246753,726.1431283087676,1110985
2020-05-27,732.2189331054688,745.3092664307865,728.316519790064,742.93816306709,682804
2020-05-28,739.0852661132812,745.6551568018589,731.0828963675066,736.0226456672871,1134155
2020-05-29,759.3876342773438,773.5646897200331,736.4178015366148,738.9370614546962,7090367
2020-06-01,765.4635009765625,771.5394164299034,756.6707838445107,766.6490528088816,1712847
2020-06-02,770.1068725585938,781.4682953096185,764.9695215155875,774.3550446577384,1388838
2020-06-03,797.374267578125,804.9814931755076,775.0466259906775,779.4924001359395,2163284
2020-06-04,785.2225341796875,810.6128575611601,779.2948350384725,799.9923965998164,1404467
2020-06-05,787.099609375,795.5465680155102,773.4659143394803,789.2731109718903,1199773
2020-06-08,769.9091796875,798.263347788946,766.6489577775027,792.3356496618004,1371772
2020-06-09,749.3599243164062,779.492393257277,743.4322255083661,772.6755155081626,1521206
2020-06-10,732.7623291015625,750.8417971573928,730.7864296353588,749.8538474242908,2283056
2020-06-11,731.9720458984375,748.4707596558686,726.1431178394495,731.082866940398,1314357
2020-06-12,741.406982421875,751.7310704899146,719.9684584599427,721.2033957814863,4340501
2020-06-15,736.3189086914062,745.704430960476,731.7249787079237,738.8876141237928,3316220
2020-06-16,754.8924560546875,761.4129612426738,733.4539925554027,741.9503371431648,1883900
2020-06-17,762.7466430664062,770.1068812524868,754.9912611338925,756.8189441728656,1936475
2020-06-18,762.3020629882812,776.9237686790306,758.350263677197,760.1286216069226,951540
2020-06-19,766.5008544921875,771.4406036615634,757.9551246089707,769.6129205887634,2912093
2020-06-22,768.5755615234375,780.8755486342368,752.3237751995088,771.6875672239745,1164278
2020-06-23,787.0503540039062,795.5960849156654,767.6371133118618,767.6371133118618,1506742
2020-06-24,771.3418579101562,800.2393914918048,766.2045065468172,791.0020843642075,1699063
2020-06-25,776.7755126953125,783.3947882656547,765.7598485543921,768.6249270295111,735190
2020-06-26,774.8983764648438,792.3357139911243,772.5767186297496,781.5670373993077,986158
2020-06-29,777.3189086914062,780.3321435916797,764.9695359036689,770.6008619548114,597371
2020-06-30,796.7321166992188,801.2272761640028,779.4923808796525,779.4923808796525,2052551
2020-07-01,795.546630859375,809.9706748060023,792.335793789778,805.1297566347224,1320983
2020-07-02,804.2405395507812,809.4766615410119,792.4839728632328,792.4839728632328,1075581
2020-07-03,833.8790893554688,835.8056036934206,809.4767151073214,811.1068565393597,2085479
2020-07-06,853.0946044921875,864.4560265554882,841.1404367019727,842.7211321735216,1836436
2020-07-07,858.1826171875,864.258472272725,843.3633701996285,856.552475898966,1104353
2020-07-08,840.4982299804688,861.3933908198026,835.9042396314995,859.5162622192275,1688004
2020-07-09,830.1248168945312,843.6103557428853,824.9874658904121,840.7452772118371,1180400
2020-07-10,849.8344116210938,861.3934360907759,839.757311819328,839.757311819328,2062795
2020-07-13,852.55126953125,857.3921872440375,837.9296249360178,857.3921872440375,668624
2020-07-14,849.3897705078125,875.8174254785412,845.7837299153049,851.5138865225223,1535913
2020-07-15,845.5368041992188,860.0102927519599,842.0789799319793,852.6006693221614,772942
2020-07-16,854.774169921875,859.0223419567242,840.992258298633,845.7344052282244,630372
2020-07-17,864.6537475585938,871.2235780847599,852.1561574491692,857.6887129603186,1228812
2020-07-20,844.1536865234375,877.3981598476415,840.7452477833014,868.4572265580582,1497333
2020-07-21,877.6452026367188,885.153657484108,833.8296520319242,853.5886485255718,4650668
2020-07-22,848.8464965820312,881.9922009510034,845.7838159631938,881.7452134962425,1757409
2020-07-23,867.2223510742188,869.3958527660684,848.8465083060776,851.4151537511993,937539
2020-07-24,856.9476318359375,866.4319252559304,852.600628843635,863.3693051702176,784937
2020-07-27,856.9970092773438,871.5692678616504,845.8825747638896,864.35724685952,1342666
2020-07-28,872.7053833007812,878.1885526263637,852.9463883968214,854.5765295962649,1005499
2020-07-29,870.4825439453125,879.2753212779603,864.0114848205604,864.0114848205604,934883
2020-07-30,902.54150390625,904.961992912292,871.0259422979485,877.1511826565281,2422578
2020-07-31,901.8499145507812,910.6426915371311,892.7113792682009,910.6426915371311,1271226
2020-08-03,864.5548095703125,900.0222300214302,862.0849351739859,900.0222300214302,1291032
2020-08-04,865.2463989257812,871.8656744632262,857.5404027581646,870.4825206614908,707018
2020-08-05,850.5260009765625,870.0380093897577,848.1055119235992,866.2343665066239,1364739
2020-08-06,864.8512573242188,867.4199026198543,849.0934463499494,858.2319817704889,907553
2020-08-07,858.1332397460938,873.1994753826997,851.7610112739578,869.2971216050894,827168
2020-08-10,855.3175048828125,871.3716884858685,851.415091270136,869.3957889654923,1090543
2020-08-11,850.2296142578125,867.4199657164822,847.1669938518036,857.5404672459073,971871
2020-08-12,846.57421875,858.0344124591775,840.7452907343236,850.2295848178036,1068002
2020-08-13,851.1187133789062,857.5403867822295,844.7958108311518,850.5259676461588,666359
2020-08-14,829.1862182617188,856.4536677107648,818.7139749665859,856.4536677107648,1897736
2020-08-17,832.1994018554688,836.9416086334342,828.0994467990854,834.8174926683178,1435984
2020-08-18,850.0813598632812,854.3295316554653,834.4223204146301,835.7560887340481,1170823
2020-08-19,853.2428588867188,865.0488106185732,850.0814075038486,850.279009521466,1332665
2020-08-20,842.5729370117188,854.3295633916154,838.7693545180473,850.6247517550515,660128
2020-08-21,850.871826171875,879.0777829214692,848.6489389627177,870.4332215525242,3651529
2020-08-24,850.4765014648438,859.4174947664825,841.3379664568184,856.3548144218311,951781
2020-08-25,837.6826782226562,855.515160450439,827.7537342714753,851.9585049113128,1877987
2020-08-26,829.0874633789062,844.697057766589,823.6043541866709,844.697057766589,2151196
2020-08-27,831.1127319335938,835.60789126183,825.0368168165301,833.7802083337599,945124
2020-08-28,841.2886352539062,848.3525004028318,832.891062002579,835.8055259556207,1640185
2020-08-31,817.7754516601562,853.5886321164301,808.6863013878711,845.1910587680624,2086032
2020-09-01,825.8273315429688,829.8779019444943,808.1923899468429,815.0586536954854,1148605
