Date,Yesterday Close,Yesterday High,Yesterday Low,Yesterday Volume,Today Open,Today Close,Return,MA_5,MA_20,RSI,MACD,lag_1,lag_2,lag_3,lag_5,lag_10,Target
2020-01-29,411.7436218261719,415.2619688344947,405.60121100113,10527640.0,414.8613101771429,431.87640380859375,0.048896402798247696,412.75322265625,407.1974334716797,75.670385987886,2.276333019909032,411.7436218261719,406.9889831542969,409.9356689453125,404.8243103027344,411.18170166015625,-0.012378419423892062
2020-01-30,431.87640380859375,434.31969646402297,411.9489244200952,45814130.0,436.2743083491383,426.5304565429688,-0.012378419423892062,417.41502685546874,407.7752716064453,68.03938368910732,3.0666971552078053,431.87640380859375,411.7436218261719,406.9889831542969,403.221435546875,412.45220947265625,0.00036661407858162853
2020-01-31,426.5304565429688,438.32668004014846,424.6295677958594,35777740.0,427.0875321652927,426.6868286132813,0.00036661407858162853,420.7652587890625,408.6179626464844,67.0619002320505,3.6525535267772966,426.5304565429688,431.87640380859375,411.7436218261719,409.9356689453125,413.57611083984375,-0.0015002495409347505
2020-02-03,426.6868286132813,431.9838999156928,423.549649371128,17369270.0,415.379268290994,426.0466918945313,-0.0015002495409347505,424.57680053710936,410.39008178710935,64.63695150927686,4.020121667440492,426.6868286132813,426.5304565429688,431.87640380859375,406.9889831542969,405.8406677246094,0.03667982789972246
2020-02-04,426.0466918945313,427.7618880333329,415.379268290994,10941810.0,428.8418629716012,441.6740112304688,0.03667982789972246,430.56287841796876,412.89005889892576,71.85172776078255,5.332483161311131,426.0466918945313,426.6868286132813,426.5304565429688,411.7436218261719,404.4724426269531,0.0019804081788328265
2020-02-05,441.6740112304688,444.6792731937314,427.7863438187472,19583230.0,441.2586404130043,442.5487060546875,0.0019804081788328265,432.6973388671875,415.22706909179686,71.6911305406628,6.351118164202433,441.6740112304688,426.0466918945313,426.6868286132813,431.87640380859375,404.8243103027344,0.03050884064171311
2020-02-06,442.5487060546875,443.6970416383581,437.608375610805,12856310.0,442.5487164882544,456.0503540039063,0.03050884064171311,438.601318359375,417.87633056640624,75.9772188207153,8.017682551227836,442.5487060546875,441.6740112304688,426.0466918945313,426.5304565429688,403.221435546875,-0.0025823987353200684
2020-02-07,456.0503540039063,457.17426265331824,442.23596787222766,18464770.0,455.8157574848714,454.8726501464844,-0.0025823987353200684,444.2384826660156,420.3658020019531,82.60316380640538,9.139005090172986,456.0503540039063,442.5487060546875,441.6740112304688,426.6868286132813,409.9356689453125,0.014492058411298414
2020-02-10,454.8726501464844,458.0587131525834,452.1166090120802,9503260.0,455.42976998144417,461.4646911621094,0.014492058411298414,451.32208251953125,423.088850402832,85.4345908875639,10.378176727528967,454.8726501464844,456.0503540039063,442.5487060546875,426.0466918945313,406.9889831542969,0.005845274290693148
2020-02-11,461.4646911621094,462.6619105783111,453.4751357755152,11608790.0,462.9551065957726,464.1620788574219,0.005845274290693148,455.8196960449219,425.8075012207031,85.84737019482851,11.41877313924357,461.4646911621094,454.8726501464844,456.0503540039063,441.6740112304688,411.7436218261719,0.004074120511414314
2020-02-12,464.1620788574219,467.6462165875136,462.8573689239967,11674290.0,466.180187079597,466.0531311035156,0.004074120511414314,460.5205810546875,428.5510726928711,87.82642756540677,12.235944055844186,464.1620788574219,461.4646911621094,454.8726501464844,442.5487060546875,431.87640380859375,0.0055885328277685
2020-02-13,466.0531311035156,467.37251495654607,461.4890776303182,8829640.0,465.7892614815223,468.6576843261719,0.0055885328277685,463.04204711914065,431.36134643554686,87.19268533398176,12.922901730419198,466.0531311035156,464.1620788574219,461.4646911621094,456.0503540039063,426.5304565429688,-0.002835975183914763
2020-02-14,468.6576843261719,469.1707697567093,462.7595729900137,6810390.0,469.11219836467774,467.3285827636719,-0.002835975183914763,465.5332336425781,434.0489700317383,89.01668562371586,13.212322721722899,468.6576843261719,466.0531311035156,464.1620788574219,454.8726501464844,426.6868286132813,-0.0010664500027198764
2020-02-17,467.3285827636719,470.57817398456734,465.98477177877305,7311180.0,467.3286116556504,466.8302001953125,-0.0010664500027198764,466.60633544921876,437.09844665527345,87.69484060043544,13.249001072812803,467.3285827636719,468.6576843261719,466.0531311035156,461.4646911621094,426.0466918945313,-0.0039044675942329077
2020-02-18,466.8302001953125,468.9167520087155,464.2305330229452,7164840.0,466.1216326468951,465.0074768066406,-0.0039044675942329077,466.7754150390625,440.1251983642578,80.2516795822431,12.989087087131736,466.8302001953125,467.3285827636719,468.6576843261719,464.1620788574219,441.6740112304688,0.025231199751400535
2020-02-19,465.0074768066406,466.37085328618105,459.49542372297896,7286110.0,467.646244643369,476.74017333984375,0.025231199751400535,468.91282348632814,443.72099151611326,91.05736300087932,13.514245013250445,465.0074768066406,466.8302001953125,467.3285827636719,466.0531311035156,442.5487060546875,0.00049194005667208
2020-02-20,476.74017333984375,477.6148912555627,467.1673687958928,11720490.0,475.74816328843326,476.9747009277344,0.00049194005667208,470.57622680664065,447.4086547851563,91.06877873298941,13.78706788276071,476.74017333984375,465.0074768066406,466.8302001953125,468.6576843261719,456.0503540039063,-0.015674774642603806
2020-02-24,476.9747009277344,481.1722608508927,474.36525134597935,16346430.0,473.0214688065362,469.4982299804688,-0.015674774642603806,471.01015625,450.38678283691405,81.92135234508116,13.277204818318353,476.9747009277344,476.74017333984375,465.0074768066406,467.3285827636719,454.8726501464844,0.004579538988481735
2020-02-25,469.4982299804688,476.539816275126,464.3428883257982,12633890.0,473.9889789900511,471.6483154296875,0.004579538988481735,471.973779296875,453.61974945068357,77.45751093885755,12.888681140497908,469.4982299804688,476.9747009277344,476.74017333984375,466.8302001953125,461.4646911621094,-0.003305149954331843
2020-02-26,471.6483154296875,473.9889789900511,467.5484633121184,9593090.0,470.57810549032166,470.0894470214844,-0.003305149954331843,472.99017333984375,456.5370407104492,74.9159716995666,12.31790483250984,471.6483154296875,469.4982299804688,476.9747009277344,465.0074768066406,464.1620788574219,-0.010436518928886196
2020-02-27,470.0894470214844,472.8014955584622,465.9114230779946,8513460.0,470.5781286335315,465.183349609375,-0.010436518928886196,470.67880859375,458.20238800048827,59.784298827335704,11.354976021402422,470.0894470214844,471.6483154296875,469.4982299804688,476.74017333984375,466.0531311035156,-0.06175681264370414
